Position,"Track Name",Artist,Streams,URL
165,"Make Me (Cry)","Noah Cyrus",174264,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP
166,"The Hills","The Weeknd",171715,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l
167,"Want Her","DJ Mustard",171635,https://open.spotify.com/track/4zrwPfq5ENLzjq41Txs2HR
168,"Running Back (feat. Lil Wayne)",Wale,171632,https://open.spotify.com/track/4mAhZaSrcVD6cJWA6IqFrk
169,Work,Rihanna,171170,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v
170,"All We Know","The Chainsmokers",171076,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK
171,"Erase Your Social","Lil Uzi Vert",171051,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN
172,"I Think She Like Me","Rick Ross",170439,https://open.spotify.com/track/71jNsZTA4sitwaPfhYeTpJ
173,"Dirt On My Boots","Jon Pardi",169450,https://open.spotify.com/track/7f08qp3HROTkfrtNpiYGGo
174,Outlet,Desiigner,169356,https://open.spotify.com/track/6E39QsoWB7JjphPF9xCQSN
175,OOOUUU,"Young M.A.",168540,https://open.spotify.com/track/0D21XvHcVsIvJM6FcGY2BT
176,"Wyclef Jean","Young Thug",167050,https://open.spotify.com/track/55OdqrG8WLmsYyY1jijD9b
177,Neighbors,"J. Cole",166138,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy
178,"Same Drugs","Chance The Rapper",164687,https://open.spotify.com/track/6m9qPYXmhge2QhBLfFKnVF
179,Shining,"DJ Khaled",164466,https://open.spotify.com/track/0hKBQO2KtkDw99y7oUaTPf
180,Hurricane,"Luke Combs",161402,https://open.spotify.com/track/4gHDOASpAaGG9eitQZP1bQ
181,"Six Feet Under","The Weeknd",160583,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY
182,"Death Of A Bachelor","Panic! At The Disco",160290,https://open.spotify.com/track/1BECwm5qkaBwlbfo4kpYx8
183,"i hate u, i love u (feat. olivia o'brien)",gnash,160193,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe
184,"'Till I Collapse",Eminem,160142,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
185,"Apple of My Eye","Rick Ross",159168,https://open.spotify.com/track/4M2idH8CQzXQAYlV0NACCt
186,"My Shit","A Boogie Wit da Hoodie",159051,https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw
187,"There He Go","Kodak Black",159005,https://open.spotify.com/track/5lLuArl5DPSd0pYVl9KOWD
188,"Smoke Break (feat. Future)","Chance The Rapper",158558,https://open.spotify.com/track/1Uq3IOIy1CUlHUgP6vWpum
189,"F**kin' Problems","A$AP Rocky",158555,https://open.spotify.com/track/4XoP1AkbOurU9CeZ2rMEz2
190,"Father Stretch My Hands Pt. 1","Kanye West",157507,https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8
191,"Everyday We Lit","YFN Lucci",157260,https://open.spotify.com/track/40Hf6BV0EugJhs6BgzG35Q
192,"Me, Myself & I",G-Eazy,156265,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
193,Antidote,"Travis Scott",155688,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq
194,"Juke Jam (feat. Justin Bieber & Towkio)","Chance The Rapper",155653,https://open.spotify.com/track/3eze1OsZ1rqeXkKStNfTmi
195,"Thinking Out Loud","Ed Sheeran",155458,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
196,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",155012,https://open.spotify.com/track/06KyNuuMOX1ROXRhj787tj
197,Liability,Lorde,154746,https://open.spotify.com/track/4JyLFq2mHC8JPFTXHwYPWD
198,"Lose Yourself - Soundtrack Version",Eminem,154264,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
199,"Be The One","Dua Lipa",153301,https://open.spotify.com/track/1ixphys4A3NEXp6MDScfih
200,"May We All","Florida Georgia Line",152202,https://open.spotify.com/track/498ZVInMGDkmmNVpSWqHiZ
